gimana,1938,gimana,0
tqnggal,0,tqnggal,0
sepuluh,2,puluh,sepuluh
kembalikan,719,kembali,kembalikan
gimnana,0,gimnana,0
transaksinya,685,transaksi,transaksinya
gak,2025,gak,0
keterangan,402,terang,keterangan
udah,2636,udah,0
belumnya,2,belum,belumnya
pemberitahuan,301,pemberitahuan,0
emailnya,94,email,emailnya
ko,1212,ko,0
tlpn,67,tlpn,0
konfir,28,konfir,0
jne,2995,jne,0
merchan,5,merchan,0
lanjutnya,74,lanjut,lanjutnya
ttg,52,ttg,0
dinotifikasi,6,notifikasi,dinotifikasi
terkirim,481,kirim,terkirim
blm,5914,blm,0
menerima,972,menerima,0
sekali,966,sekal,sekali
lha,24,lha,0
barangnya,1895,barang,barangnya
jawabannya,177,jawabannya,0
sandisk,7,sandisk,0
usb,11,usb,0
otg,4,otg,0
dinyatakan,49,nyata,dinyatakan
rendy,1,rendy,0
silakan,49,sila,silakan
serumah,31,rumah,serumah
sekitar,151,kitar,sekitar
mengenai,303,kena,mengenai
dikirimi,3,kirim,dikirimi
waktunya,87,waktu,waktunya
tertulis,222,tulis,tertulis
ditrima,20,ditrima,0
kenyataannya,46,kenyataannya,0
trima,603,trima,0
brp,247,brp,0
klaimnya,1,klaim,klaimnya
bantuan,978,bantu,bantuan
diambil,101,ambil,diambil
terdekat,83,dekat,terdekat
perkembangan,85,kembang,perkembangan
trx,187,trx,0
krn,674,krn,0
yach,33,yach,0
penyelesaiannya,30,penyelesaiannya,0
bermasalah,110,masa,bermasalah
sebagai,314,bagai,sebagai
pembeli,1116,beli,pembeli
disuruh,190,suruh,disuruh
koq,233,koq,0
gk,853,gk,0
seandainya,41,andai,seandainya
onhkos,0,onhkos,0
pelayanan,201,ayan,pelayanan
disini,217,sini,disini
dirugikan,126,rugi,dirugikan
kedua,147,dua,kedua
mempertanyakan,2,mempertanyakan,0
bagimana,14,bagimana,0
katanya,1043,kata,katanya
persoalan,5,soal,persoalan
keterlambatan,57,keterlambatan,0
kebangetan,2,banget,kebangetan
terlambatnya,1,lambat,terlambatnya
pelanggan,234,langgan,pelanggan
menuntut,6,menuntut,0
uangnya,257,uang,uangnya
dianggap,22,anggap,dianggap
wanprestasi,1,wanprestasi,0
mengembalikan,52,kembali,mengembalikan
lagian,5,lagi,lagian
berguna,2,guna,berguna
penyelesaian,60,selesai,penyelesaian
percakapan,17,cakap,percakapan
audah,5,audah,0
tetima,14,tetima,0
ditokonya,0,toko,ditokonya
sedangkan,659,sedang,sedangkan
memanggil,1,panggil,memanggil
pengemudi,5,kemudi,pengemudi
mengambil,83,ambil,mengambil
ditunggu,564,tunggu,ditunggu
sampai.tapi,12,sampai.tapi,0
dulu,659,dulu,0
jelaskan,38,jelas,jelaskan
cajon,0,cajon,0
faisal,0,faisal,0
karokaro,0,karokaro,0
tersebut,1077,sebut,tersebut
temukan,41,temu,temukan
offline,158,offline,0
nyampe,732,nyampe,0
menahan,9,nah,menahan
nga,53,nga,0
salurkan,1,salur,salurkan
knpa,215,knpa,0
trimakasih,685,trimakasih,0
orderan,567,order,orderan
sm,163,sm,0
berarti,453,arti,berarti
smpe,371,smpe,0
klw,110,klw,0
iy,94,iy,0
mslhnya,15,mslhnya,0
stutus,1,stutus,0
dr,1776,dr,0
pelapaknya,601,apak,pelapaknya
jelsa,0,jelsa,0
penjualnyanya,0,penjualnyanya,0
masalahnya,212,masalah,masalahnya
bls,65,bls,0
pdhl,210,pdhl,0
statusnya,602,status,statusnya
online,416,online,0
ntr,16,ntr,0
mlm,79,mlm,0
ajh,28,ajh,0
kabari,35,kabar,kabari
dirumah,160,rumah,dirumah
kabri,0,kabri,0
semuanya,52,semua,semuanya
terahir,9,terahir,0
nanya,211,na,nanya
plis,4,plis,0
diantar,126,antar,diantar
trus,420,trus,0
brg,1032,brg,0
manaaaaaa,4,manaaaaaa,0
manaaaa,9,manaaaa,0
manaaa,9,manaaa,0
manaaaaa,7,manaaaaa,0
tanggungjwb,20,tanggungjwb,0
donk,194,donk,0
sayaaaaa,15,sayaaaaa,0
jwb,67,jwb,0
yth,61,yth,0
adm,2,adm,0
menanyakan,409,menanyakan,0
ditemukan,72,temu,ditemukan
pencarian,48,pencarian,0
tsb.mohon,0,tsb.mohon,0
ini.karena,0,ini.karena,0
menurut,414,menurut,0
perhitungan,2,hitung,perhitungan
sampai.jika,0,sampai.jika,0
kerjasamanya,82,kerjasamanya,0
ucapkan,26,ucap,ucapkan
ilang,36,ilang,0
silahkan,141,silah,silahkan
jawaban,504,jawab,jawaban
gini,417,gin,gini
sampaikan,87,sampai,sampaikan
menyatakan,85,satak,menyatakan
sebenernya,18,sebenernya,0
tu,101,tu,0
gunanya,17,guna,gunanya
ak,20,ak,0
ternyata,445,nyata,ternyata
ngomong,34,ngomong,0
ngebantu,7,ngebantu,0
pemecahan,4,pemecahan,0
ikhlaskan,2,ikhlas,ikhlaskan
nunggu,887,nunggu,0
ntah,13,n,ntah
idi,2,id,idi
lakukan,302,laku,lakukan
mba,1252,mba,0
mikha,288,mikha,0
kepastian,210,pasti,kepastian
sekaranh,1,sekaranh,0
nyampai,187,nyampai,0
tangan,201,tang,tangan
iyaa,214,iyaa,0
klo,1031,klo,0
brang,337,brang,0
domisi,1,domisi,0
cirebon,39,cirebon,0
skrg,818,skrg,0
surabaya,196,surabaya,0
hri,182,hri,0
knp,578,knp,0
trs,175,trs,0
bgt,155,bgt,0
perjanjian,34,janji,perjanjian
pesanannya,115,pesanannya,0
diinformasikan,21,informasi,diinformasikan
resinya,723,resi,resinya
sabtunya,0,sabtu,sabtunya
berati,22,berat,berati
kerumah,57,rumah,kerumah
penipuan,126,tipu,penipuan
dmn,95,dmn,0
tuh,222,tuh,0
komplainan,7,komplain,komplainan
sampenya,27,sampenya,0
tokonya,77,toko,tokonya
teguran,21,tegur,teguran
ngapain,36,ngapain,0
jualan,109,jual,jualan
dikirm,63,dikirm,0
brng,147,brng,0
kmren,129,kmren,0
mhn,241,mhn,0
mksdnya,38,mksdnya,0
iu,2,iu,0
tq,203,tq,0
manaaaaaaa,5,manaaaaaaa,0
sayaaaaaa,10,sayaaaaaa,0
kiriman,401,kirim,kiriman
sayaaaa,5,sayaaaa,0
sayaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,1,sayaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa,0
sayaaaaaaaaaaaaaaaaa,1,sayaaaaaaaaaaaaaaaaa,0
sayaaaaaaaaaaaa,1,sayaaaaaaaaaaaa,0
sayaaaaaaaaaa,1,sayaaaaaaaaaa,0
sayaaaaaaaa,2,sayaaaaaaaa,0
lho,133,lho,0
tanggunghwb,1,tanggunghwb,0
kurirnya,168,kurir,kurirnya
semalam,73,malam,semalam
kesepakatan,68,sepakat,kesepakatan
biasanya,363,biasa,biasanya
misalkan,61,misal,misalkan
blg,54,blg,0
pengecekan,140,kece,pengecekan
tdak,54,tdak,0
phak,3,phak,0
jgn,286,jgn,0
gtu,99,gtu,0
manaaaaaaaaaaa,0,manaaaaaaaaaaa,0
taanggungjwb,1,taanggungjwb,0
manaaaaaaaaaaaaaaaaaaaaaaa,0,manaaaaaaaaaaaaaaaaaaaaaaa,0
sayaaaaaaa,7,sayaaaaaaa,0
ta,18,ta,0
ggung,0,ggung,0
samapi,90,samapi,0
sebenarnya,96,benar,sebenarnya
difollow,13,difollow,0
memesan,213,mesan,memesan
perhatian,45,hati,perhatian
lenny,2,lenny,0
sebentar,277,bentar,sebentar
siappp,9,siappp,0
apapun,111,apa,apapun
bosku,34,bos,bosku
nelvon,1,nelvon,0
merasa,274,rasa,merasa
bukannya,53,bukan,bukannya
kpan,53,kpan,0
mengganggu,21,ganggu,mengganggu
ini.dengan,1,ini.dengan,0
anehnya,19,aneh,anehnya
memberi,85,beri,memberi
menggunakan,765,guna,menggunakan
setelah,535,telah,setelah
trnyaya,1,trnyaya,0
disampaikan,40,sampai,disampaikan
pertanyaanya,1,pertanyaanya,0
karna,625,karna,0
jipan,1,jip,jipan
penbelian,5,penbelian,0
penjelasannya,109,penjelasannya,0
tbuka,0,tbuka,0
saja.dan,0,saja.dan,0
dikembangkan,0,kembang,dikembangkan
dlm,178,dlm,0
akunn,0,akunn,0
saya.terimakasih,1,saya.terimakasih,0
okey,118,okey,0
midoya,0,midoya,0
feb,286,feb,0
indomaret,156,indomaret,0
telp,301,telp,0
hubungi,1144,hubung,hubungi
itikad,22,itikad,0
memutuskan,2,putus,memutuskan
expedisi,180,expedisi,0
telusuri,20,telusur,telusuri
smpai,662,smpai,0
skrng,332,skrng,0
normer,0,normer,0
berikutnya,36,ikut,berikutnya
lunasi,47,lunas,lunasi
terbayar,26,bayar,terbayar
tindaklanjut,2,tindaklanjut,0
berkali-kali,18,berkali-kali,0
musti,6,musti,0
:(,70,:(,0
mengkompirmasikan,0,mengkompirmasikan,0
peanan,1,peanan,0
melunasinya,1,melunasinya,0
sampainya,201,sampai,sampainya
balsanya,0,balsanya,0
msuk,27,msuk,0
pengen,61,ken,pengen
penjelasan,141,penjelasan,0
gan,1412,g,gan
pesenan,414,sen,pesenan
cobahubungi,0,cobahubungi,0
dmna,25,dmna,0
mna,90,mna,0
mbaa,18,mbaa,0
gmana,109,gmana,0
mengerti,66,erti,mengerti
dimana,402,mana,dimana
bamdung,0,bamdung,0
bukalapakak,0,bukalapakak,0
menjadi,162,menjadi,0
balasan,196,balas,balasan
memenuhi,20,penuh,memenuhi
dikirimkan,258,kirim,dikirimkan
kadih,3,kadih,0
terimah,49,terimah,0
tere,0,re,tere
liye,0,liye,0
mempengaruhi,1,mempengaruhi,0
:),406,:),0
cairkan,56,cair,cairkan
nmr,420,nmr,0
tersedia,40,sedia,tersedia
bgitu,23,bgitu,0
kompirmasi,25,kompirmasi,0
balesnya,5,balesnya,0
bannya,3,ban,bannya
msh,283,msh,0
sehak,1,hak,sehak
du,13,du,0
satria,13,satria,0
bekasi,128,bekas,bekasi
trmk,2,trmk,0
rumahku,1,rumah,rumahku
dikrim,36,krim,dikrim
ulangboleh,0,ulangboleh,0
dsisni,0,dsisni,0
sms,264,sms,0
cepetan,5,cepetan,0
tambayong,2,tambayong,0
bosen,8,bosen,0
ngk,73,ngk,0
lunas.tapi,1,lunas.tapi,0
baranh,6,baranh,0
kemaron,1,kemaron,0
demgan,3,demgan,0
iyah,159,iyah,0
ingintau,1,ingintau,0
selaly,1,selaly,0
medan.mengunakan,1,medan.mengunakan,0
brkali,1,brkali,0
direspon,172,direspon,0
menungu,7,menungu,0
bergabung,9,gabung,bergabung
tai,26,tai,0
pesanaan,6,sana,pesanaan
mbk,139,mbk,0
trimakasi,39,trimakasi,0
butuhkan,44,butuh,butuhkan
smartwatch,4,smartwatch,0
knapa,150,knapa,0
skarang,102,skarang,0
sampr,2,sampr,0
sdangkan,15,sdangkan,0
berbarengan,5,bareng,berbarengan
png,1625,png,0
url,1420,url,0
pesana,96,sana,pesana
masi,76,mas,masi
taguhan,2,taguhan,0
boz,13,boz,0
pesananku,66,pesananku,0
dri,517,dri,0
lngsung,27,lngsung,0
samapai,115,samapai,0
sdh.mksh,0,sdh.mksh,0
dikatakan,30,kata,dikatakan
tertahan,44,tahan,tertahan
vape,14,vape,0
rafa,3,rafa,0
dp,53,dp,0
kemana,190,mana,kemana
dpnya,3,dpnya,0
gagal.kapan,0,gagal.kapan,0
menghubunginya,14,menghubunginya,0
memberikan,154,beri,memberikan
permintaan,43,minta,permintaan
barca,0,barca,0
bni,66,bni,0
sesuai,857,suai,sesuai
rp,369,rp,0
konfirmsinya,1,konfirmsinya,0
itu.saya,0,itu.saya,0
konfirmasinya,263,konfirmasi,konfirmasinya
tks,442,tks,0
irni,2,irni,0
nerima,116,nerima,0
kelamaan,120,lama,kelamaan
kebuka,3,buka,kebuka
ketempat,28,tempat,ketempat
catnya,0,cat,catnya
kirimanku,1,kirimanku,0
chatt,27,chatt,0
td,417,td,0
mengalami,90,kalam,mengalami
kesulitan,55,sulit,kesulitan
membuka,18,buka,membuka
dibayar,201,bayar,dibayar
pkl,32,pkl,0
dg,520,dg,0
dibutuhkan,41,butuh,dibutuhkan
ngga,214,ngga,0
kesalhn,0,kesalhn,0
memakai,133,maka,memakai
menekan,17,nek,menekan
pdhal,108,pdhal,0
pembelianmu,219,pembelianmu,0
sifatnya,101,sifat,sifatnya
dpat,18,dpat,0
ouh,20,ouh,0
apps,9,apps,0
syang,1,syang,0
trtertera,1,trtertera,0
sehari,74,hari,sehari
hrinv,0,hrinv,0
imel,14,imel,0
tsb,448,tsb,0
barangku,16,barang,barangku
trakking,0,trakking,0
ttp,67,ttp,0
kemungkinan,52,mungkin,kemungkinan
dibawa,51,bawa,dibawa
tanggapi,26,tanggap,tanggapi
melihat,75,lihat,melihat
purwakarta,12,purwakarta,0
rabu,218,rabu,0
sekrng,18,sekrng,0
kepercayaan,40,percaya,kepercayaan
seminggu,425,minggu,seminggu
melebihi,66,lebih,melebihi
pengiriman.apa,0,pengiriman.apa,0
spt,87,spt,0
mainan,20,main,mainan
ultah,13,ultah,0
terlewat.saya,0,terlewat.saya,0
ditagih,4,tagih,ditagih
ok.saya,9,ok.saya,0
konfirmasiny,8,konfirmasiny,0
menemukan,50,menemukan,0
bersedia,18,sedia,bersedia
utk,797,utk,0
mengirimkan,295,kirim,mengirimkan
sayaa,32,sayaa,0
terakhir,322,akhir,terakhir
dj,2,dj,0
plw_gateway,0,plw_gateway,0
lagii,14,lagi,lagii
tdi,123,tdi,0
wkwkwk,3,wkwkwk,0
kaka,56,kaka,0
hehe,30,hehe,0
batalin,142,batalin,0
sejenis,11,jenis,sejenis
berhenti,12,henti,berhenti
blum,1101,blum,0
memperlambat,4,memperlambat,0
terlanjur,77,lanjur,terlanjur
no.trasansinya,0,no.trasansinya,0
. ..,14,. ..,0
nokia,18,nokia,0
nominalnya,13,nominal,nominalnya
riadi,0,riadi,0
pengirimnya,42,kirim,pengirimnya
ap,50,ap,0
ditinjau,7,tinjau,ditinjau
cz,13,cz,0
atministrator,0,atministrator,0
memblokir,2,blokir,memblokir
pakek,27,pakek,0
facebook,15,facebook,0
tetep,73,tetep,0
irfan,3,irfan,0
bertanya,89,tanya,bertanya
muslimah,0,muslimah,0
nomernya,32,nomernya,0
ibuk,3,ibuk,0
tanggalkan,0,tanggal,tanggalkan
berrarti,0,berrarti,0
nnti,66,nnti,0
dibukalapak,89,dibukalapak,0
permasalahan,85,masalah,permasalahan
ditentukan,71,tentu,ditentukan
peraturan,12,atur,peraturan
ngirin,0,ngirin,0
jpg,363,jpg,0
jpeg,528,jpeg,0
gunakan,133,guna,gunakan
dikasih,93,kasih,dikasih
puluhan,10,puluh,puluhan
waduuuh,1,waduuuh,0
transsksi,4,transsksi,0
slm,4,slm,0
thx,260,thx,0
tlg,281,tlg,0
dikonfirmasi,103,konfirmasi,dikonfirmasi
dicancel,154,dicancel,0
kirimnya,110,kirim,kirimnya
dichat,42,dichat,0
lampirkn,1,lampirkn,0
psn,22,psn,0
saos,0,saos,0
pertgl,3,pertgl,0
kodr,2,kodr,0
sktg,0,sktg,0
pengirim,255,kirim,pengirim
dikantin,0,kantin,dikantin
gaptek,3,gaptek,0
ngerti,60,ngerti,0
screenshoot,29,screenshoot,0
sbg,44,sbg,0
ditahan,32,tahan,ditahan
sebelum,365,belum,sebelum
infokan,93,info,infokan
paketan,134,paket,paketan
tiki,230,tik,tiki
kiranya,21,kira,kiranya
itupun,5,itu,itupun
konfirmasikan,46,konfirmasi,konfirmasikan
bener,132,bener,0
tlng,72,tlng,0
bsa,151,bsa,0
yaaa,83,yaaa,0
gosend,567,gosend,0
kepending,4,pending,kepending
cepet,170,cepet,0
historynya,13,historynya,0
mengetahui,44,tahu,mengetahui
statys,1,statys,0
penjualnya,161,penjualnya,0
berupa,161,rupa,berupa
penggunaannya,2,penggunaannya,0
estimasinya,55,estimasi,estimasinya
diataskah,0,atas,diataskah
takutnya,68,takut,takutnya
dateng,173,dateng,0
nmor,68,nmor,0
yaa,437,yaa,0
dimulai,17,mulai,dimulai
mhon,108,mhon,0
mnghubungi,14,mnghubungi,0
doong,1,doong,0
urgentx,0,urgentx,0
maunya,22,mau,maunya
sbelum,8,sbelum,0
meskipun,27,meski,meskipun
komplainnya,8,komplain,komplainnya
kesalahan,196,salah,kesalahan
mf,33,mf,0
kshkan,0,kshkan,0
cp.zafir,0,cp.zafir,0
artika,0,artika,0
kec,71,c,kec
kab,49,kab,0
heru,2,heru,0
artinya,88,arti,artinya
pngiriman,75,pngiriman,0
smlm,11,smlm,0
prubahan,2,prubahan,0
nyampee,1,nyampee,0
cewe,5,cewe,0
abangnya,2,abang,abangnya
tpi,578,tpi,0
dissserumah,0,dissserumah,0
bernama,84,nama,bernama
harun,3,harun,0
menerimanya,47,menerimanya,0
alfamar,1,alfamar,0
datangnya,48,datang,datangnya
bgaimana,25,bgaimana,0
permula,0,mula,permula
paketnya,133,paket,paketnya
mengantar,38,kantar,mengantar
aduhhhh,1,aduhhhh,0
... .,1,... .,0
pakaiiii,0,pakaiiii,0
le,4,le,0
kebantenan,0,kebantenan,0
kecamatan,98,camat,kecamatan
semper,2,semper,0
cilincing,0,cilincing,0
mesjit,0,mesjit,0
at-taufiq,0,at-taufiq,0
rumahnya,5,rumah,rumahnya
mesjid,3,mesjid,0
taufiq,0,taufiq,0
rey,0,rey,0
seblmnya,7,seblmnya,0
dijwb,6,dijwb,0
khwtr,1,khwtr,0
miskomunikasi,4,miskomunikasi,0
shg,7,shg,0
jml,5,jml,0
sp,11,sp,0
lwt,79,lwt,0
wkt,40,wkt,0
sebaguan,0,sebaguan,0
berlaku,25,laku,berlaku
deengan,0,deengan,0
viucher,0,viucher,0
ditindaklanjuti,91,ditindaklanjuti,0
informasinya,341,informasi,informasinya
tindaklanjutnya,15,tindaklanjutnya,0
tksh,21,tksh,0
sisanya,15,sisa,sisanya
mw,90,mw,0
dkirim,82,dkirim,0
bc,1,bc,0
eclat,0,eclat,0
berikut,154,ikut,berikut
bgmn,99,bgmn,0
siusah,0,siusah,0
keluhan,88,keluh,keluhan
mencoba,69,mencoba,0
mengirim,331,kirim,mengirim
tanggapan,186,tanggap,tanggapan
perantara,2,antara,perantara
tindaklanjuti,28,tindaklanjuti,0
baiknya,91,baik,baiknya
selaku,55,sela,selaku
pengguna,24,guna,pengguna
kejadian,72,jadi,kejadian
terlebih,55,lebih,terlebih
jnenya,25,jnenya,0
diretur,20,retur,diretur
mengisi,20,kisi,mengisi
seeaktu,0,seeaktu,0
app,45,app,0
camo,0,camo,0
ghilli,0,ghilli,0
transper,17,transper,0
senilai,55,nilai,senilai
nggu,16,nggu,0
ketetangan,0,ketetangan,0
bantuanya,209,bantuanya,0
sesuaikan,5,suai,sesuaikan
cansel,20,cansel,0
handphone,57,handphone,0
asus,33,asus,0
offfline,0,offfline,0
no.transaksi,229,no.transaksi,0
fantoko,0,fantoko,0
trks,0,trks,0
alasan,183,alas,alasan
diutarakan,2,utara,diutarakan
meeasa,0,meeasa,0
swkali,1,swkali,0
ulfi,2,ulfi,0
firdayati,2,firdayati,0
seharga,37,harga,seharga
membelinya,8,beli,membelinya
bukadompet,320,bukadompet,0
no.pesanan,9,no.pesanan,0
no.resi,138,no.resi,0
kapam,2,kapam,0
sebulan,42,bulan,sebulan
xiaomi,35,xiaomi,0
redmi,40,redmi,0
mengulang,3,ulang,mengulang
dstatus,1,dstatus,0
ooo,31,ooo,0
sblmny,4,sblmny,0
hilaaang,0,hilaaang,0
siip,14,siip,0
terimalasih,1,terimalasih,0
berkali,60,kali,berkali
harj,0,harj,0
kalaw,11,kalaw,0
masukin,38,masukin,0
kwatir,4,kwatir,0
fikir,4,fikir,0
berputar,2,putar,berputar
transakasi,28,transakasi,0
terhitung,44,hitung,terhitung
perhatiannya,48,perhatiannya,0
tggl,34,tggl,0
maret.ada,1,maret.ada,0
perjalananya.tpi,1,perjalananya.tpi,0
omah,2,omah,0
responya,21,responya,0
terimakasih.coba,1,terimakasih.coba,0
kokk,3,kokk,0
saputro,0,saputro,0
kr,3,kr,0
tlf,19,tlf,0
rkpxpedisi,0,rkpxpedisi,0
melengkapi,11,lengkap,melengkapi
tifak,2,tifak,0
menelpon,38,menelpon,0
seseorang,3,seseorang,0
karnakan,4,karnakan,0
yaudah,55,yaudah,0
pesenanku,5,pesenanku,0
jawabnya,46,jawab,jawabnya
rw,136,rw,0
goblog,1,goblog,0
lemgkap,0,lemgkap,0
segoblog,0,segoblog,0
pesen,381,sen,pesen
jawabanya,20,jawabanya,0
doank,17,doank,0
sekedar,22,sekedar,0
bearati,0,bearati,0
estimasikan,1,estimasi,estimasikan
sabarnya,2,sabar,sabarnya
mikir,1,mikir,0
loh,221,loh,0
kasuska,0,kasuska,0
dimana.terimakasih,1,dimana.terimakasih,0
disebutkan,17,sebut,disebutkan
satrio,3,satrio,0
namanya,163,nama,namanya
kami.kalibata,0,kami.kalibata,0
pertanyaannya,9,pertanyaannya,0
apaaan,0,apaaan,0
kaliab,0,kaliab,0
bntu,6,bntu,0
kerjasama,44,kerjasama,0
brrti,27,brrti,0
sadarkah,0,sadar,sadarkah
dtng,66,dtng,0
dmb,0,dmb,0
tanggungjawab,11,tanggungjawab,0
tnggungjawab,0,tnggungjawab,0
sayaana,0,sayaana,0
sekalian,39,kalian,sekalian
tamba,0,tamba,0
pemesanan,356,mesan,pemesanan
bri,89,bri,0
keterangannya,49,keterangannya,0
kadaluarsa,57,kadaluarsa,0
barangnay,0,barangnay,0
taruna,5,taruna,0
barangya,16,barangya,0
bonform,0,bonform,0
paymentnya,0,paymentnya,0
dilakukan,169,laku,dilakukan
pembatalan,217,batal,pembatalan
kirain,22,kirain,0
langsg,0,langsg,0
kirim.gataunya,0,kirim.gataunya,0
lngsh,0,lngsh,0
cpt,58,cpt,0
bgini,25,bgini,0
critanya,2,critanya,0
okedeh,6,okedeh,0
mongomong,0,mongomong,0
:d,43,:d,0
bilng,7,bilng,0
ditmpt,1,ditmpt,0
ditmpat,0,ditmpat,0
bangbang,0,bangbang,0
kenapaa,1,kenapaa,0
tulisan,60,tulis,tulisan
trtuliss,0,trtuliss,0
pgiriman,8,pgiriman,0
bsok,46,bsok,0
gmna,339,gmna,0
tpii,1,tpii,0
kermh,0,kermh,0
ooooo,2,ooooo,0
gtuuu,1,gtuuu,0
kirainn,0,kirainn,0
gimnaaa,1,gimnaaa,0
hehehe,20,hehehe,0
ndak,63,ndak,0
kluarga,6,kluarga,0
semoga,148,moga,semoga
sllu,12,sllu,0
tefund,0,tefund,0
direfund,44,direfund,0
om.ini,0,om.ini,0
okk,51,okk,0
yaudag,0,yaudag,0
hubungin,104,hubungin,0
siapp,46,siapp,0
samai,7,sama,samai
kejadiannya,5,kejadiannya,0
ngalamin,9,ngalamin,0
notif,122,notif,0
diinput,16,diinput,0
tertukar,15,tukar,tertukar
pokoknya,36,pokok,pokoknya
penerimanya,69,terima,penerimanya
salah.disitu,0,salah.disitu,0
tertera,262,tera,tertera
yuli,6,yuli,0
seharusnya,517,harus,seharusnya
triny,1,triny,0
selanjutnya,264,lanjut,selanjutnya
terhormat,14,hormat,terhormat
motornya,1,motor,motornya
layanan,126,layan,layanan
dijawab,78,jawab,dijawab
sdri,1,sdri,0
dita,1,dita,0
mksh,317,mksh,0
psen,10,psen,0
lom,154,lom,0
udate,0,udate,0
maksih,39,maksih,0
aq,119,aq,0
tranksaksi,32,tranksaksi,0
ketgn,0,ketgn,0
hrus,43,hrus,0
responnya,149,responnya,0
nillkin,2,nillkin,0
flipcase,1,flipcase,0
sbb,19,sbb,0
ulasan,14,ulas,ulasan
kenyataan,27,nyata,kenyataan
pengaduan,45,adu,pengaduan
ditracking,21,ditracking,0
bos.untuk,0,bos.untuk,0
bos.mohon,0,bos.mohon,0
tggu,107,tggu,0
brarti,48,brarti,0
voucer,13,voucer,0
mengapa,120,kapa,mengapa
ketentuan,38,tentu,ketentuan
diamna,0,diamna,0
baiklah,190,baik,baiklah
merespon,212,merespon,0
resinnya,3,resin,resinnya
mengganti,70,ganti,mengganti
mengubah,27,kubah,mengubah
paparkan,0,papar,paparkan
sekian,67,kian,sekian
diprosesnya,1,proses,diprosesnya
balikin,109,balikin,0
keburu,25,buru,keburu
berkutu,0,kutu,berkutu
ihhh,0,ihhh,0
penjualan,79,penjualan,0
terdeteksi,13,deteksi,terdeteksi
belun,24,belun,0
aplkasi,1,aplkasi,0
myjne,0,myjne,0
smanya,1,smanya,0
melanjutkan,21,lanjut,melanjutkan
dikonfrmasi,1,dikonfrmasi,0
tnggu,44,tnggu,0
konfrmasi,11,konfrmasi,0
kpn,179,kpn,0
dikonfirmasinya,1,konfirmasi,dikonfirmasinya
